conid,ticker,candidate_date,close_asof,sharesbas,sharefactor,sf1_datekey,staleness_days,computed_market_cap,vendor_marketcap_anchor,relative_diff_pct,boundary_distance_pct,market_cap_bucket,market_cap_reason_code
504546674,HOOD,2026-04-27,83.95,900308390.0,1.0,2026-02-20,66.0,75580889340.5,68522471563.0,10.3,51.16,Large-high,MARKET_CAP_OK
4391,AMD,2026-04-28,323.21,1630410843.0,1.0,2026-02-04,83.0,526965088566.02997,326391946660.0,61.45,163.48,UNBUCKETED,MARKET_CAP_SUSPECT
13096,TXN,2026-04-28,265.0,910092791.0,1.0,2026-04-24,4.0,241174589615.0,252223116098.0,4.38,20.59,Mega,MARKET_CAP_OK
270639,INTC,2026-04-28,84.52,5026000000.0,1.0,2026-04-24,4.0,424797520000.0,414846040000.0,2.4,112.4,Mega,MARKET_CAP_OK
8677881,ON,2026-04-28,93.3,394020530.0,1.0,2026-02-09,78.0,36762115449.0,25650736503.0,43.32,26.48,UNBUCKETED,MARKET_CAP_SUSPECT
4391,AMD,2026-04-29,337.11,1630410843.0,1.0,2026-02-04,84.0,549627799283.73004,326391946660.0,68.4,174.81,UNBUCKETED,MARKET_CAP_SUSPECT
13096,TXN,2026-04-29,269.22,910092791.0,1.0,2026-04-24,5.0,245015181193.02002,252223116098.0,2.86,22.51,Mega,MARKET_CAP_OK
270639,INTC,2026-04-29,94.75,5026000000.0,1.0,2026-04-24,5.0,476213500000.0,414846040000.0,14.79,138.11,Mega,MARKET_CAP_OK
8677881,ON,2026-04-29,98.86,394020530.0,1.0,2026-02-09,79.0,38952869595.8,25650736503.0,51.86,22.09,UNBUCKETED,MARKET_CAP_SUSPECT
72529783,GNRC,2026-04-29,252.92,58675827.0,1.0,2026-02-18,70.0,14840290164.84,13398625095.0,10.76,48.4,Large-low,MARKET_CAP_OK
77791077,NXPI,2026-04-29,289.25,252471079.0,1.0,2026-04-28,1.0,73027259600.75,58166811891.0,25.55,46.05,UNBUCKETED,MARKET_CAP_SUSPECT
4391,AMD,2026-04-30,354.49,1630410843.0,1.0,2026-02-04,85.0,577964339735.0701,326391946660.0,77.08,188.98,UNBUCKETED,MARKET_CAP_SUSPECT
13096,TXN,2026-04-30,281.08,910092791.0,1.0,2026-04-24,6.0,255808881694.28,252223116098.0,1.42,27.9,Mega,MARKET_CAP_OK
270639,INTC,2026-04-30,94.48,5026000000.0,1.0,2026-04-24,6.0,474856480000.0,414846040000.0,14.47,137.43,Mega,MARKET_CAP_OK
273544,QCOM,2026-04-30,179.58,1054000000.0,1.0,2026-04-29,1.0,189277320000.0,164424000000.0,15.12,5.36,Large-high,MARKET_CAP_OK
8677881,ON,2026-04-30,100.81,394020530.0,1.0,2026-02-09,80.0,39721209629.3,25650736503.0,54.85,20.56,UNBUCKETED,MARKET_CAP_SUSPECT
72529783,GNRC,2026-04-30,259.23,58675827.0,1.0,2026-02-18,71.0,15210534633.210001,13398625095.0,13.52,52.11,Large-low,MARKET_CAP_OK
77791077,NXPI,2026-04-30,293.59,252471079.0,1.0,2026-04-28,2.0,74122984083.61,58166811891.0,27.43,48.25,UNBUCKETED,MARKET_CAP_SUSPECT
491932113,STX,2026-04-30,673.64,224228992.0,1.0,2026-04-29,1.0,151049618170.88,144246510554.0,4.72,24.48,Large-high,MARKET_CAP_OK
4391,AMD,2026-05-01,360.54,1630410843.0,1.0,2026-02-04,86.0,587828325335.2201,326391946660.0,80.1,193.91,UNBUCKETED,MARKET_CAP_SUSPECT
13096,TXN,2026-05-01,281.02,910092791.0,1.0,2026-04-24,7.0,255754276126.81998,252223116098.0,1.4,27.88,Mega,MARKET_CAP_OK
270639,INTC,2026-05-01,99.62,5026000000.0,1.0,2026-04-24,7.0,500690120000.0,414846040000.0,20.69,150.35,Mega,MARKET_CAP_OK
273544,QCOM,2026-05-01,177.01,1054000000.0,1.0,2026-04-29,2.0,186568540000.0,164424000000.0,13.47,6.72,Large-high,MARKET_CAP_OK
8677881,ON,2026-05-01,103.03,394020530.0,1.0,2026-02-09,81.0,40595935205.9,25650736503.0,58.26,18.81,UNBUCKETED,MARKET_CAP_SUSPECT
72529783,GNRC,2026-05-01,259.34,58675827.0,1.0,2026-02-18,72.0,15216988974.179998,13398625095.0,13.57,52.17,Large-low,MARKET_CAP_OK
77791077,NXPI,2026-05-01,295.24,252471079.0,1.0,2026-04-28,3.0,74539561363.96,58166811891.0,28.15,49.08,UNBUCKETED,MARKET_CAP_SUSPECT
491932113,STX,2026-05-01,726.93,224228992.0,1.0,2026-04-29,2.0,162998781154.56,144246510554.0,13.0,18.5,Large-high,MARKET_CAP_OK
4391,AMD,2026-05-04,341.54,1630410843.0,1.0,2026-02-04,89.0,556850519318.2201,326391946660.0,70.61,178.43,UNBUCKETED,MARKET_CAP_SUSPECT
9939,MU,2026-05-04,576.45,1127734051.0,1.0,2026-03-19,46.0,650082293698.9501,501018406838.0,29.75,225.04,UNBUCKETED,MARKET_CAP_SUSPECT
13096,TXN,2026-05-04,280.89,910092791.0,1.0,2026-04-24,10.0,255635964063.99,252223116098.0,1.35,27.82,Mega,MARKET_CAP_OK
270639,INTC,2026-05-04,95.78,5026000000.0,1.0,2026-04-24,10.0,481390280000.0,414846040000.0,16.04,140.7,Mega,MARKET_CAP_OK
273544,QCOM,2026-05-04,168.38,1054000000.0,1.0,2026-04-29,5.0,177472520000.0,164424000000.0,7.94,11.26,Large-high,MARKET_CAP_OK
8677881,ON,2026-05-04,102.04,391903191.0,1.0,2026-05-04,0.0,39989801609.64,39989801610.0,0.0,20.02,Large-low,MARKET_CAP_OK
77791077,NXPI,2026-05-04,290.76,252471079.0,1.0,2026-04-28,6.0,73408490930.04,58166811891.0,26.2,46.82,UNBUCKETED,MARKET_CAP_SUSPECT
491932113,STX,2026-05-04,738.54,224228992.0,1.0,2026-04-29,5.0,165602079751.68,144246510554.0,14.8,17.2,Large-high,MARKET_CAP_OK
4391,AMD,2026-05-05,355.26,1630410843.0,1.0,2026-02-04,90.0,579219756084.1799,326391946660.0,77.46,189.61,UNBUCKETED,MARKET_CAP_SUSPECT
9939,MU,2026-05-05,640.2,1127734051.0,1.0,2026-03-19,47.0,721975339450.2001,501018406838.0,44.1,260.99,UNBUCKETED,MARKET_CAP_SUSPECT
270639,INTC,2026-05-05,108.15,5026000000.0,1.0,2026-04-24,11.0,543561900000.0,414846040000.0,31.03,171.78,UNBUCKETED,MARKET_CAP_SUSPECT
271568,MCHP,2026-05-05,98.48,541135458.0,1.0,2026-02-05,89.0,53291019903.840004,42230211142.0,26.19,6.58,UNBUCKETED,MARKET_CAP_SUSPECT
273544,QCOM,2026-05-05,186.55,1054000000.0,1.0,2026-04-29,6.0,196623700000.0,164424000000.0,19.58,1.69,Large-high,MARKET_CAP_OK
72529783,GNRC,2026-05-05,263.68,58868681.0,1.0,2026-05-05,0.0,15522493806.08,15522493806.0,0.0,55.22,Large-low,MARKET_CAP_OK
77791077,NXPI,2026-05-05,292.35,252471079.0,1.0,2026-04-28,7.0,73809919945.65001,58166811891.0,26.89,47.62,UNBUCKETED,MARKET_CAP_SUSPECT
491932113,STX,2026-05-05,771.01,224228992.0,1.0,2026-04-29,6.0,172882795121.91998,144246510554.0,19.85,13.56,Large-high,MARKET_CAP_OK
4391,AMD,2026-05-06,421.39,1630600639.0,1.0,2026-05-06,0.0,687118803268.21,687118803268.0,0.0,243.56,Mega,MARKET_CAP_OK
9939,MU,2026-05-06,666.59,1127734051.0,1.0,2026-03-19,48.0,751736241056.0901,501018406838.0,50.04,275.87,UNBUCKETED,MARKET_CAP_SUSPECT
270639,INTC,2026-05-06,113.01,5026000000.0,1.0,2026-04-24,12.0,567988260000.0,414846040000.0,36.92,183.99,UNBUCKETED,MARKET_CAP_SUSPECT
273544,QCOM,2026-05-06,192.57,1054000000.0,1.0,2026-04-29,7.0,202968780000.0,164424000000.0,23.44,1.48,Mega,MARKET_CAP_OK
77791077,NXPI,2026-05-06,303.55,252471079.0,1.0,2026-04-28,8.0,76637596030.45,58166811891.0,31.75,53.28,UNBUCKETED,MARKET_CAP_SUSPECT
491932113,STX,2026-05-06,786.42,224228992.0,1.0,2026-04-29,7.0,176338163888.63998,144246510554.0,22.25,11.83,Large-high,MARKET_CAP_OK
4391,AMD,2026-05-07,408.46,1630600639.0,1.0,2026-05-06,1.0,666035137005.94,687118803268.0,3.07,233.02,Mega,MARKET_CAP_OK
9939,MU,2026-05-07,646.63,1127734051.0,1.0,2026-03-19,49.0,729226669398.13,501018406838.0,45.55,264.61,UNBUCKETED,MARKET_CAP_SUSPECT
270639,INTC,2026-05-07,109.62,5026000000.0,1.0,2026-04-24,13.0,550950120000.0,414846040000.0,32.81,175.48,UNBUCKETED,MARKET_CAP_SUSPECT
273544,QCOM,2026-05-07,202.55,1054000000.0,1.0,2026-04-29,8.0,213487700000.0,164424000000.0,29.84,6.74,UNBUCKETED,MARKET_CAP_SUSPECT
1035459,DVA,2026-05-07,196.26,64200000.0,1.0,2026-05-05,2.0,12599892000.0,10081968000.0,24.97,26.0,Large-low,MARKET_CAP_OK
13878278,CNC,2026-05-07,54.98,493797000.0,1.0,2026-04-28,9.0,27148959060.0,24477517290.0,10.91,45.7,Large-low,MARKET_CAP_OK
70236214,FTNT,2026-05-07,107.97,739923583.0,1.0,2026-02-25,71.0,79889549256.51,57233089145.0,39.59,59.78,UNBUCKETED,MARKET_CAP_SUSPECT
383858515,DDOG,2026-05-07,188.73,355960189.0,1.0,2026-05-07,0.0,67180366469.96999,67180366470.0,0.0,34.36,Large-high,MARKET_CAP_OK
491932113,STX,2026-05-07,766.44,224228992.0,1.0,2026-04-29,8.0,171858068628.48,144246510554.0,19.14,14.07,Large-high,MARKET_CAP_OK
731466419,SMCI,2026-05-07,33.62,598989428.0,1.0,2026-02-06,90.0,20138024569.359997,20593256535.0,2.21,59.72,Large-low,MARKET_CAP_OK
4391,AMD,2026-05-08,455.19,1630600639.0,1.0,2026-05-06,2.0,742233104866.41,687118803268.0,8.02,271.12,Mega,MARKET_CAP_OK
9939,MU,2026-05-08,746.81,1127734051.0,1.0,2026-03-19,50.0,842203066627.3099,501018406838.0,68.1,321.1,UNBUCKETED,MARKET_CAP_SUSPECT
270639,INTC,2026-05-08,124.92,5026000000.0,1.0,2026-04-24,14.0,627847920000.0,414846040000.0,51.34,213.92,UNBUCKETED,MARKET_CAP_SUSPECT
273544,QCOM,2026-05-08,219.09,1054000000.0,1.0,2026-04-29,9.0,230920860000.0,164424000000.0,40.44,15.46,UNBUCKETED,MARKET_CAP_SUSPECT
1035459,DVA,2026-05-08,198.65,64200000.0,1.0,2026-05-05,3.0,12753330000.0,10081968000.0,26.5,27.53,UNBUCKETED,MARKET_CAP_SUSPECT
6220356,AKAM,2026-05-08,147.71,145385451.0,1.0,2026-05-08,0.0,21474884967.210003,21474884967.0,0.0,57.05,Large-low,MARKET_CAP_OK
13878278,CNC,2026-05-08,55.96,493797000.0,1.0,2026-04-28,10.0,27632880120.0,24477517290.0,12.89,44.73,Large-low,MARKET_CAP_OK
70236214,FTNT,2026-05-08,114.07,732648391.0,1.0,2026-05-08,0.0,83573201961.37,83573201961.0,0.0,58.21,Large-high,MARKET_CAP_OK
383858515,DDOG,2026-05-08,200.16,355960189.0,1.0,2026-05-07,1.0,71248991430.24,67180366470.0,6.06,42.5,Large-high,MARKET_CAP_OK
491932113,STX,2026-05-08,782.64,224228992.0,1.0,2026-04-29,9.0,175490578298.88,144246510554.0,21.66,12.25,Large-high,MARKET_CAP_OK
4391,AMD,2026-05-11,458.79,1630600639.0,1.0,2026-05-06,5.0,748103267166.81,687118803268.0,8.88,274.05,Mega,MARKET_CAP_OK
9939,MU,2026-05-11,795.33,1127734051.0,1.0,2026-03-19,53.0,896920722781.8301,501018406838.0,79.02,348.46,UNBUCKETED,MARKET_CAP_SUSPECT
270639,INTC,2026-05-11,129.44,5026000000.0,1.0,2026-04-24,17.0,650565440000.0,414846040000.0,56.82,225.28,UNBUCKETED,MARKET_CAP_SUSPECT
273544,QCOM,2026-05-11,237.53,1054000000.0,1.0,2026-04-29,12.0,250356620000.0,164424000000.0,52.26,25.18,UNBUCKETED,MARKET_CAP_SUSPECT
70236214,FTNT,2026-05-11,115.44,732648391.0,1.0,2026-05-08,3.0,84576930257.04,83573201961.0,1.2,57.71,Large-high,MARKET_CAP_OK
491932113,STX,2026-05-11,834.01,224228992.0,1.0,2026-04-29,12.0,187009221617.91998,144246510554.0,29.65,6.5,UNBUCKETED,MARKET_CAP_SUSPECT
4391,AMD,2026-05-12,448.29,1630600639.0,1.0,2026-05-06,6.0,730981960457.31,687118803268.0,6.38,265.49,Mega,MARKET_CAP_OK
9939,MU,2026-05-12,766.58,1127734051.0,1.0,2026-03-19,54.0,864498368815.5801,501018406838.0,72.55,332.25,UNBUCKETED,MARKET_CAP_SUSPECT
270639,INTC,2026-05-12,120.61,5026000000.0,1.0,2026-04-24,18.0,606185860000.0,414846040000.0,46.12,203.09,UNBUCKETED,MARKET_CAP_SUSPECT
273544,QCOM,2026-05-12,210.31,1054000000.0,1.0,2026-04-29,13.0,221666740000.0,164424000000.0,34.81,10.83,UNBUCKETED,MARKET_CAP_SUSPECT
1035459,DVA,2026-05-12,200.54,64200000.0,1.0,2026-05-05,7.0,12874668000.0,10081968000.0,27.7,28.75,UNBUCKETED,MARKET_CAP_SUSPECT
70236214,FTNT,2026-05-12,113.87,732648391.0,1.0,2026-05-08,4.0,83426672283.17,83573201961.0,0.18,58.29,Large-high,MARKET_CAP_OK
491932113,STX,2026-05-12,808.79,224228992.0,1.0,2026-04-29,13.0,181354166439.68,144246510554.0,25.73,9.32,UNBUCKETED,MARKET_CAP_SUSPECT
4391,AMD,2026-05-13,445.5,1630600639.0,1.0,2026-05-06,7.0,726432584674.5,687118803268.0,5.72,263.22,Mega,MARKET_CAP_OK
9939,MU,2026-05-13,803.63,1127734051.0,1.0,2026-03-19,55.0,906280915405.13,501018406838.0,80.89,353.14,UNBUCKETED,MARKET_CAP_SUSPECT
273544,QCOM,2026-05-13,213.17,1054000000.0,1.0,2026-04-29,14.0,224681180000.0,164424000000.0,36.65,12.34,UNBUCKETED,MARKET_CAP_SUSPECT
1035459,DVA,2026-05-13,198.1,64200000.0,1.0,2026-05-05,8.0,12718020000.0,10081968000.0,26.15,27.18,UNBUCKETED,MARKET_CAP_SUSPECT
70236214,FTNT,2026-05-13,117.69,732648391.0,1.0,2026-05-08,5.0,86225389136.79,83573201961.0,3.17,56.89,Large-high,MARKET_CAP_OK
491932113,STX,2026-05-13,817.35,224228992.0,1.0,2026-04-29,14.0,183273566611.2,144246510554.0,27.06,8.36,UNBUCKETED,MARKET_CAP_SUSPECT
4391,AMD,2026-05-14,449.7,1630600639.0,1.0,2026-05-06,8.0,733281107358.2999,687118803268.0,6.72,266.64,Mega,MARKET_CAP_OK
9939,MU,2026-05-14,776.01,1127734051.0,1.0,2026-03-19,56.0,875132900916.51,501018406838.0,74.67,337.57,UNBUCKETED,MARKET_CAP_SUSPECT
70236214,FTNT,2026-05-14,121.86,732648391.0,1.0,2026-05-08,6.0,89280532927.26,83573201961.0,6.83,55.36,Large-high,MARKET_CAP_OK
370757467,CRWD,2026-05-14,579.95,1014456360.0,1.0,2026-03-05,70.0,588333965982.0,108080180594.0,444.35,194.17,UNBUCKETED,MARKET_CAP_SUSPECT
9939,MU,2026-05-15,724.66,1127734051.0,1.0,2026-03-19,57.0,817223757397.6599,501018406838.0,63.11,308.61,UNBUCKETED,MARKET_CAP_SUSPECT
70236214,FTNT,2026-05-15,122.78,732648391.0,1.0,2026-05-08,7.0,89954569446.98,83573201961.0,7.64,55.02,Large-high,MARKET_CAP_OK
370757467,CRWD,2026-05-15,594.08,1014456360.0,1.0,2026-03-05,71.0,602668234348.8,108080180594.0,457.61,201.33,UNBUCKETED,MARKET_CAP_SUSPECT
4391,AMD,2026-05-18,420.99,1630600639.0,1.0,2026-05-06,12.0,686466563012.61,687118803268.0,0.09,243.23,Mega,MARKET_CAP_OK
70236214,FTNT,2026-05-18,126.5,732648391.0,1.0,2026-05-08,10.0,92680021461.5,83573201961.0,10.9,53.66,Large-high,MARKET_CAP_OK
370757467,CRWD,2026-05-18,618.83,1014456360.0,1.0,2026-03-05,74.0,627776029258.8,108080180594.0,480.84,213.89,UNBUCKETED,MARKET_CAP_SUSPECT
268084,CSCO,2026-05-19,115.38,3941434665.0,1.0,2026-05-19,0.0,454762731647.7,454762731648.0,0.0,127.38,Mega,MARKET_CAP_OK
70236214,FTNT,2026-05-19,127.64,732648391.0,1.0,2026-05-08,11.0,93515240627.24,83573201961.0,11.9,53.24,Large-high,MARKET_CAP_OK
370757467,CRWD,2026-05-19,616.88,1014456360.0,1.0,2026-03-05,75.0,625797839356.8,108080180594.0,479.01,212.9,UNBUCKETED,MARKET_CAP_SUSPECT
70236214,FTNT,2026-05-20,130.0,732648391.0,1.0,2026-05-08,12.0,95244290830.0,83573201961.0,13.97,52.38,Large-high,MARKET_CAP_OK
370757467,CRWD,2026-05-20,650.11,1014456360.0,1.0,2026-03-05,76.0,659508224199.6,108080180594.0,510.2,229.75,UNBUCKETED,MARKET_CAP_SUSPECT
8251,HUM,2026-05-21,303.68,120061500.0,1.0,2026-04-29,22.0,36460276320.0,29189351880.0,24.91,27.08,Large-low,MARKET_CAP_OK
9939,MU,2026-05-21,762.1,1127734051.0,1.0,2026-03-19,63.0,859446120267.1,501018406838.0,71.54,329.72,UNBUCKETED,MARKET_CAP_SUSPECT
268084,CSCO,2026-05-21,118.2,3941434665.0,1.0,2026-05-19,2.0,465877577403.0,454762731648.0,2.44,132.94,Mega,MARKET_CAP_OK
70236214,FTNT,2026-05-21,129.46,732648391.0,1.0,2026-05-08,13.0,94848660698.86,83573201961.0,13.49,52.58,Large-high,MARKET_CAP_OK
110619459,PANW,2026-05-21,252.92,816000000.0,1.0,2026-02-18,92.0,206382720000.0,124317600000.0,66.01,3.19,UNBUCKETED,MARKET_CAP_SUSPECT
370757467,CRWD,2026-05-21,648.23,1014456360.0,1.0,2026-03-05,77.0,657601046242.8,108080180594.0,508.44,228.8,UNBUCKETED,MARKET_CAP_SUSPECT
390332324,GEN,2026-05-21,24.85,602433854.0,1.0,2026-05-21,0.0,14970481271.900002,14970481272.0,0.0,49.7,Large-low,MARKET_CAP_OK
268084,CSCO,2026-05-22,120.41,3941434665.0,1.0,2026-05-19,3.0,474588148012.64996,454762731648.0,4.36,137.29,Mega,MARKET_CAP_OK
4726021,SWKS,2026-05-22,82.42,150405963.0,1.0,2026-05-05,17.0,12396459470.460001,10913456675.0,13.59,23.96,Large-low,MARKET_CAP_OK
49921110,NTAP,2026-05-22,139.36,197330400.0,1.0,2026-02-26,85.0,27499964544.000004,19563335856.0,40.57,45.0,UNBUCKETED,MARKET_CAP_SUSPECT
70236214,FTNT,2026-05-22,133.93,732648391.0,1.0,2026-05-08,14.0,98123599006.63,83573201961.0,17.41,50.94,Large-high,MARKET_CAP_OK
209411798,HPE,2026-05-22,37.58,1326854089.0,1.0,2026-03-10,73.0,49863176664.619995,27996621278.0,78.1,0.27,UNBUCKETED,MARKET_CAP_SUSPECT
370757467,CRWD,2026-05-22,663.46,1014456360.0,1.0,2026-03-05,78.0,673051216605.6001,108080180594.0,522.73,236.53,UNBUCKETED,MARKET_CAP_SUSPECT
268084,CSCO,2026-05-26,118.33,3941434665.0,1.0,2026-05-19,7.0,466389963909.45,454762731648.0,2.56,133.19,Mega,MARKET_CAP_OK
4726021,SWKS,2026-05-26,83.42,150405963.0,1.0,2026-05-05,21.0,12546865433.460001,10913456675.0,14.97,25.47,Large-low,MARKET_CAP_OK
8677881,ON,2026-05-26,127.0,391903191.0,1.0,2026-05-04,22.0,49771705257.0,39989801610.0,24.46,0.46,Large-low,MARKET_CAP_OK
49921110,NTAP,2026-05-26,138.95,197330400.0,1.0,2026-02-26,89.0,27419059079.999996,19563335856.0,40.16,45.16,UNBUCKETED,MARKET_CAP_SUSPECT
209411798,HPE,2026-05-26,38.06,1326854089.0,1.0,2026-03-10,77.0,50500066627.340004,27996621278.0,80.38,1.0,UNBUCKETED,MARKET_CAP_SUSPECT
346218218,DELL,2026-05-26,305.08,645748451.0,1.0,2026-03-16,71.0,197004937431.08,101085462520.0,94.89,1.5,UNBUCKETED,MARKET_CAP_SUSPECT
370757467,CRWD,2026-05-26,671.55,1014456360.0,1.0,2026-03-05,82.0,681258168558.0,108080180594.0,530.33,240.63,UNBUCKETED,MARKET_CAP_SUSPECT
9939,MU,2026-05-27,928.41,1127734051.0,1.0,2026-03-19,69.0,1046999570288.9099,501018406838.0,108.97,423.5,UNBUCKETED,MARKET_CAP_SUSPECT
8677881,ON,2026-05-27,124.89,391903191.0,1.0,2026-05-04,23.0,48944789523.99,39989801610.0,22.39,2.11,Large-low,MARKET_CAP_OK
9599491,F,2026-05-27,15.88,3984692630.0,1.0,2026-04-30,27.0,63276918964.4,48135086970.0,31.46,26.55,UNBUCKETED,MARKET_CAP_SUSPECT
49921110,NTAP,2026-05-27,142.74,197330400.0,1.0,2026-02-26,90.0,28166941296.0,19563335856.0,43.98,43.67,UNBUCKETED,MARKET_CAP_SUSPECT
209411798,HPE,2026-05-27,37.2,1326854089.0,1.0,2026-03-10,78.0,49358972110.8,27996621278.0,76.3,1.28,UNBUCKETED,MARKET_CAP_SUSPECT
209411801,HPQ,2026-05-27,25.49,914550199.0,1.0,2026-02-25,91.0,23311884572.51,16653959124.0,39.98,53.38,UNBUCKETED,MARKET_CAP_SUSPECT
346218218,DELL,2026-05-27,305.32,645748451.0,1.0,2026-03-16,72.0,197159917059.32,101085462520.0,95.04,1.42,UNBUCKETED,MARKET_CAP_SUSPECT
8314,IBM,2026-05-28,264.22,939885280.0,1.0,2026-04-23,35.0,248336488681.60004,217188690502.0,14.34,24.17,Mega,MARKET_CAP_OK
9599491,F,2026-05-28,16.65,3984692630.0,1.0,2026-04-30,28.0,66345132289.49999,48135086970.0,37.83,32.69,UNBUCKETED,MARKET_CAP_SUSPECT
346218218,DELL,2026-05-28,317.05,645748451.0,1.0,2026-03-16,73.0,204734546389.55002,101085462520.0,102.54,2.37,UNBUCKETED,MARKET_CAP_SUSPECT
481863646,APP,2026-05-28,599.89,335940000.0,1.0,2026-05-06,22.0,201527046600.0,157498750200.0,27.95,0.76,UNBUCKETED,MARKET_CAP_SUSPECT
731466419,SMCI,2026-05-28,41.3,601418482.0,1.0,2026-05-11,17.0,24838583306.6,20159547517.0,23.21,50.32,Large-low,MARKET_CAP_OK
8314,IBM,2026-05-29,297.8,939885280.0,1.0,2026-04-23,36.0,279897836384.0,217188690502.0,28.87,39.95,UNBUCKETED,MARKET_CAP_SUSPECT
49921110,NTAP,2026-05-29,174.29,197330400.0,1.0,2026-02-26,92.0,34392715416.0,19563335856.0,75.8,31.21,UNBUCKETED,MARKET_CAP_SUSPECT
109911821,NOW,2026-05-29,124.37,1031000000.0,1.0,2026-04-23,36.0,128225470000.0,87408180000.0,46.7,35.89,UNBUCKETED,MARKET_CAP_SUSPECT
209411801,HPQ,2026-05-29,27.04,914522690.0,1.0,2026-05-28,1.0,24728693537.6,22872212477.0,8.12,50.54,Large-low,MARKET_CAP_OK
346218218,DELL,2026-05-29,420.91,645748451.0,1.0,2026-03-16,74.0,271801980510.41,101085462520.0,168.88,35.9,UNBUCKETED,MARKET_CAP_SUSPECT
731466419,SMCI,2026-05-29,46.09,601418482.0,1.0,2026-05-11,18.0,27719377835.38,20159547517.0,37.5,44.56,UNBUCKETED,MARKET_CAP_SUSPECT
8314,IBM,2026-06-01,320.42,939885280.0,1.0,2026-04-23,39.0,301158041417.60004,217188690502.0,38.66,50.58,UNBUCKETED,MARKET_CAP_SUSPECT
9560,MGM,2026-06-01,50.69,255851235.0,1.0,2026-04-29,33.0,12969099102.15,10047277998.0,29.08,29.69,UNBUCKETED,MARKET_CAP_SUSPECT
9939,MU,2026-06-01,1035.5,1127734051.0,1.0,2026-03-19,74.0,1167768609810.5,501018406838.0,133.08,483.88,UNBUCKETED,MARKET_CAP_SUSPECT
49921110,NTAP,2026-06-01,179.7,197330400.0,1.0,2026-02-26,95.0,35460272880.0,19563335856.0,81.26,29.08,UNBUCKETED,MARKET_CAP_SUSPECT
109911821,NOW,2026-06-01,135.86,1031000000.0,1.0,2026-04-23,39.0,140071660000.0,87408180000.0,60.25,29.96,UNBUCKETED,MARKET_CAP_SUSPECT
209411798,HPE,2026-06-01,47.0,1326854089.0,1.0,2026-03-10,83.0,62362142183.0,27996621278.0,122.75,24.72,UNBUCKETED,MARKET_CAP_SUSPECT
209411801,HPQ,2026-06-01,29.34,914522690.0,1.0,2026-05-28,4.0,26832095724.6,22872212477.0,17.31,46.34,Large-low,MARKET_CAP_OK
346218218,DELL,2026-06-01,465.96,645748451.0,1.0,2026-03-16,77.0,300892948227.95996,101085462520.0,197.66,50.45,UNBUCKETED,MARKET_CAP_SUSPECT
731466419,SMCI,2026-06-01,46.88,601418482.0,1.0,2026-05-11,21.0,28194498436.16,20159547517.0,39.86,43.61,UNBUCKETED,MARKET_CAP_SUSPECT
8314,IBM,2026-06-02,329.23,939885280.0,1.0,2026-04-23,40.0,309438430734.4,217188690502.0,42.47,54.72,UNBUCKETED,MARKET_CAP_SUSPECT
9939,MU,2026-06-02,1064.1,1127734051.0,1.0,2026-03-19,75.0,1200021803669.0999,501018406838.0,139.52,500.01,UNBUCKETED,MARKET_CAP_SUSPECT
272800,ORCL,2026-06-02,244.58,2876046000.0,1.0,2026-03-11,83.0,703423330680.0,469140623520.0,49.94,251.71,UNBUCKETED,MARKET_CAP_SUSPECT
49921110,NTAP,2026-06-02,175.64,197330400.0,1.0,2026-02-26,96.0,34659111456.0,19563335856.0,77.16,30.68,UNBUCKETED,MARKET_CAP_SUSPECT
209411798,HPE,2026-06-02,56.15,1324203521.0,1.0,2026-06-02,0.0,74354027704.15,74354027704.0,0.0,48.71,Large-high,MARKET_CAP_OK
346218218,DELL,2026-06-02,435.31,645748451.0,1.0,2026-03-16,78.0,281100758204.81,101085462520.0,178.08,40.55,UNBUCKETED,MARKET_CAP_SUSPECT
731466419,SMCI,2026-06-02,50.17,601418482.0,1.0,2026-05-11,22.0,30173165241.940002,20159547517.0,49.67,39.65,UNBUCKETED,MARKET_CAP_SUSPECT
8314,IBM,2026-06-03,305.63,939885280.0,1.0,2026-04-23,41.0,287257138126.4,217188690502.0,32.26,43.63,UNBUCKETED,MARKET_CAP_SUSPECT
9560,MGM,2026-06-03,48.3,255851235.0,1.0,2026-04-29,35.0,12357614650.5,10047277998.0,22.99,23.58,Large-low,MARKET_CAP_OK
9939,MU,2026-06-03,1079.57,1127734051.0,1.0,2026-03-19,76.0,1217467849438.0698,501018406838.0,143.0,508.73,UNBUCKETED,MARKET_CAP_SUSPECT
49921110,NTAP,2026-06-03,181.08,197330400.0,1.0,2026-02-26,97.0,35732588832.0,19563335856.0,82.65,28.53,UNBUCKETED,MARKET_CAP_SUSPECT
209411798,HPE,2026-06-03,55.15,1324203521.0,1.0,2026-06-02,1.0,73029824183.15,74354027704.0,1.78,46.06,Large-high,MARKET_CAP_OK
346218218,DELL,2026-06-03,421.08,645748451.0,1.0,2026-03-16,79.0,271911757747.08,101085462520.0,168.99,35.96,UNBUCKETED,MARKET_CAP_SUSPECT
731466419,SMCI,2026-06-03,47.42,601418482.0,1.0,2026-05-11,23.0,28519264416.440002,20159547517.0,41.47,42.96,UNBUCKETED,MARKET_CAP_SUSPECT
8314,IBM,2026-06-04,301.77,939885280.0,1.0,2026-04-23,42.0,283629180945.6,217188690502.0,30.59,41.81,UNBUCKETED,MARKET_CAP_SUSPECT
