conid,ticker,candidate_date,close_candidate,close_datekey,sharesbas,sharefactor,sf1_datekey,staleness_days,computed_market_cap,vendor_marketcap,relative_diff_pct,ratio_candidate,ratio_sharefactor_mult,ratio_sharefactor_div,price_ratio,anchor_adjusted_ratio,cap01_reason
9282,LUV,2025-07-11,37.13,26.49,569865799.0,1.0,2025-04-25,77,21159117116.870003,15095745016.0,40.17,1.4016610041070134,1.4016610041070134,1.4016610041070134,1.4016610041525106,0.9999999999675405,SUSPECT
10291,NKE,2025-07-11,72.63,55.58,1475990487.0,1.0,2025-04-03,99,107201189070.81,82035551267.0,30.68,1.306765023397036,1.306765023397036,1.306765023397036,1.3067650233897086,1.0000000000056073,SUSPECT
16454492,WYNN,2025-07-11,111.17,83.52,104554301.0,1.0,2025-05-06,66,11623301642.17,8732375220.0,33.11,1.3310584290456084,1.3310584290456084,1.3310584290456084,1.331058429118774,0.9999999999450321,SUSPECT
44001820,DAL,2025-07-11,56.65,56.78,652948402.0,1.0,2025-07-10,1,36989526973.299995,37074410266.0,0.23,0.99771046141824,0.99771046141824,0.99771046141824,0.997710461430081,0.9999999999881318,OK
120643512,NCLH,2025-07-11,22.62,17.37,446806727.0,1.0,2025-05-05,67,10106768164.74,7761032848.0,30.22,1.302245250430101,1.302245250430101,1.302245250430101,1.302245250431779,0.9999999999987115,SUSPECT
9282,LUV,2025-07-14,37.7,26.49,569865799.0,1.0,2025-04-25,80,21483940622.300003,15095745016.0,42.32,1.4231785579001994,1.4231785579001994,1.4231785579001994,1.4231785579463951,0.9999999999675405,SUSPECT
16454492,WYNN,2025-07-14,111.01,83.52,104554301.0,1.0,2025-05-06,69,11606572954.01,8732375220.0,32.91,1.3291427202334534,1.3291427202334534,1.3291427202334534,1.3291427203065136,0.9999999999450321,SUSPECT
32602412,LVS,2025-07-14,50.23,35.89,706627556.0,1.0,2025-04-25,80,35493902137.88,25360862985.0,39.96,1.3995541933597966,1.3995541933597966,1.3995541933597966,1.3995541933686262,0.9999999999936912,SUSPECT
44001820,DAL,2025-07-14,58.11,56.78,652948402.0,1.0,2025-07-10,4,37942831640.22,37074410266.0,2.34,1.0234237407416407,1.0234237407416407,1.0234237407416407,1.0234237407537865,0.9999999999881322,OK
120643512,NCLH,2025-07-14,23.27,17.37,446806727.0,1.0,2025-05-05,70,10397192537.289999,7761032848.0,33.97,1.3396660909597016,1.3396660909597016,1.3396660909597016,1.3396660909614277,0.9999999999987115,SUSPECT
292491487,TPR,2025-07-14,101.55,77.54,207690147.0,1.0,2025-05-08,67,21090934427.85,16104293998.0,30.96,1.3096466340262598,1.3096466340262598,1.3096466340262598,1.3096466339953572,1.0000000000235962,SUSPECT
9282,LUV,2025-07-15,37.13,26.49,569865799.0,1.0,2025-04-25,81,21159117116.870003,15095745016.0,40.17,1.4016610041070134,1.4016610041070134,1.4016610041070134,1.4016610041525106,0.9999999999675405,SUSPECT
8677881,ON,2025-07-15,58.93,38.41,417885346.0,1.0,2025-05-05,71,24625983439.78,16050976140.0,53.42,1.534235876060557,1.534235876060557,1.534235876060557,1.5342358760739392,0.9999999999912776,SUSPECT
16454492,WYNN,2025-07-15,111.0,83.52,104554301.0,1.0,2025-05-06,70,11605527411.0,8732375220.0,32.9,1.3290229884326936,1.3290229884326936,1.3290229884326936,1.3290229885057472,0.9999999999450321,SUSPECT
32602412,LVS,2025-07-15,49.86,35.89,706627556.0,1.0,2025-04-25,81,35232449942.159996,25360862985.0,38.92,1.389244915009346,1.389244915009346,1.389244915009346,1.3892449150181108,0.9999999999936909,SUSPECT
44001820,DAL,2025-07-15,55.71,56.78,652948402.0,1.0,2025-07-10,5,36375755475.42,37074410266.0,1.88,0.981155336374407,0.981155336374407,0.981155336374407,0.9811553363860515,0.9999999999881319,OK
120643512,NCLH,2025-07-15,22.74,17.37,446806727.0,1.0,2025-05-05,71,10160384971.98,7761032848.0,30.92,1.309153713297104,1.309153713297104,1.309153713297104,1.309153713298791,0.9999999999987115,SUSPECT
292491487,TPR,2025-07-15,101.6,77.54,207690147.0,1.0,2025-05-08,68,21101318935.199997,16104293998.0,31.03,1.3102914625019004,1.3102914625019004,1.3102914625019004,1.3102914624709825,1.0000000000235962,SUSPECT
4391,AMD,2025-07-16,160.08,100.36,1621404195.0,1.0,2025-05-07,70,259554383535.6,162724125010.0,59.51,1.595057791950944,1.595057791950944,1.595057791950944,1.595057791948984,1.000000000001229,SUSPECT
44001820,DAL,2025-07-16,55.56,56.78,652948402.0,1.0,2025-07-10,6,36277813215.12,37074410266.0,2.15,0.978513561101455,0.978513561101455,0.978513561101455,0.978513561113068,0.999999999988132,OK
292491487,TPR,2025-07-16,100.67,77.54,207690147.0,1.0,2025-05-08,69,20908167098.49,16104293998.0,29.83,1.2982976528549837,1.2982976528549837,1.2982976528549837,1.2982976528243486,1.0000000000235962,SUSPECT
292491487,TPR,2025-07-17,102.16,77.54,207690147.0,1.0,2025-05-08,70,21217625417.52,16104293998.0,31.75,1.3175135414290764,1.3175135414290764,1.3175135414290764,1.317513541397988,1.0000000000235962,SUSPECT
584127832,COHR,2025-07-17,100.28,69.62,155440611.0,1.0,2025-05-07,71,15587584471.08,10821775338.0,44.04,1.440390692305832,1.440390692305832,1.440390692305832,1.4403906923297902,0.9999999999833669,SUSPECT
691984365,GEV,2025-07-17,570.17,336.09,272934744.0,1.0,2025-04-23,85,155619202986.47998,91730638111.0,69.65,1.6964801094937407,1.6964801094937407,1.6964801094937407,1.6964801094944806,0.9999999999995639,SUSPECT
292491487,TPR,2025-07-18,103.42,77.54,207690147.0,1.0,2025-05-08,71,21479315002.74,16104293998.0,33.38,1.3337632190152222,1.3337632190152222,1.3337632190152222,1.3337632189837503,1.0000000000235962,SUSPECT
4391,AMD,2025-07-21,157.0,100.36,1621404195.0,1.0,2025-05-07,75,254560458615.0,162724125010.0,56.44,1.5643682742147564,1.5643682742147564,1.5643682742147564,1.5643682742128338,1.000000000001229,SUSPECT
79498203,UAL,2025-07-21,92.35,91.22,323732094.0,1.0,2025-07-17,4,29896658880.899998,29530841615.0,1.24,1.0123876342797553,1.0123876342797553,1.0123876342797553,1.0123876342907256,0.9999999999891639,OK
292491487,TPR,2025-07-21,106.41,77.54,207690147.0,1.0,2025-05-08,74,22100308542.27,16104293998.0,37.23,1.372323961858536,1.372323961858536,1.372323961858536,1.372323961826154,1.0000000000235965,SUSPECT
268627,DHI,2025-07-22,153.5,124.79,307181294.0,1.0,2025-04-23,90,47152328629.0,38333153678.0,23.01,1.2300665117480658,1.2300665117480658,1.2300665117480658,1.2300665117397227,1.0000000000067826,OK
292491487,TPR,2025-07-22,106.25,77.54,207690147.0,1.0,2025-05-08,75,22067078118.75,16104293998.0,37.03,1.3702605107364856,1.3702605107364856,1.3702605107364856,1.3702605107041526,1.0000000000235962,SUSPECT
292491487,TPR,2025-07-23,109.17,77.54,207690147.0,1.0,2025-05-08,76,22673533347.99,16104293998.0,40.79,1.4079184937139027,1.4079184937139027,1.4079184937139027,1.4079184936806808,1.0000000000235965,SUSPECT
691984365,GEV,2025-07-23,629.03,629.03,272223940.0,1.0,2025-07-23,0,171237024978.19998,171237024978.0,0.0,1.000000000001168,1.000000000001168,1.000000000001168,1.0,1.000000000001168,OK
731466408,TEL,2025-07-23,202.04,144.9,296546513.0,1.0,2025-04-28,86,59914257486.52,42969589734.0,39.43,1.3943409247659724,1.3943409247659724,1.3943409247659724,1.3943409247757073,0.9999999999930183,SUSPECT
281316445,BKR,2025-07-24,45.72,44.68,985879124.0,1.0,2025-07-23,1,45074393549.28,44049079260.0,2.33,1.0232766338480783,1.0232766338480783,1.0232766338480783,1.0232766338406445,1.0000000000072646,OK
691984365,GEV,2025-07-24,623.97,629.03,272223940.0,1.0,2025-07-23,1,169859571841.80002,171237024978.0,0.8,0.9919558685606868,0.9919558685606868,0.9919558685606868,0.9919558685595282,1.000000000001168,OK
268376,DECK,2025-07-25,116.85,101.05,149435875.0,1.0,2025-05-23,63,17461581993.75,15100495169.0,15.64,1.1563582384766498,1.1563582384766498,1.1563582384766498,1.1563582384957942,0.9999999999834441,OK
6607708,FIX,2025-07-25,688.74,562.83,35281452.0,1.0,2025-07-24,1,24299747250.48,19857459629.0,22.37,1.2237087575387764,1.2237087575387764,1.2237087575387764,1.2237087575289163,1.0000000000080576,OK
691984365,GEV,2025-07-25,644.59,629.03,272223940.0,1.0,2025-07-23,2,175472829484.6,171237024978.0,2.47,1.024736499055296,1.024736499055296,1.024736499055296,1.0247364990540992,1.000000000001168,OK
731466408,TEL,2025-07-25,208.06,208.06,295481491.0,1.0,2025-07-25,0,61477879017.46,61477879017.0,0.0,1.0000000000074825,1.0000000000074825,1.0000000000074825,1.0,1.0000000000074825,OK
6607708,FIX,2025-07-28,692.97,562.83,35281452.0,1.0,2025-07-24,4,24448987792.440002,19857459629.0,23.12,1.231224348392203,1.231224348392203,1.231224348392203,1.2312243483822825,1.0000000000080573,OK
281316445,BKR,2025-07-28,46.55,44.68,985879124.0,1.0,2025-07-23,5,45892673222.2,44049079260.0,4.19,1.041853178163343,1.041853178163343,1.041853178163343,1.0418531781557743,1.0000000000072649,OK
691984365,GEV,2025-07-28,647.66,629.03,272223940.0,1.0,2025-07-23,5,176308556980.4,171237024978.0,2.96,1.029617029395667,1.029617029395667,1.029617029395667,1.0296170293944644,1.000000000001168,OK
731466408,TEL,2025-07-28,209.34,208.06,295481491.0,1.0,2025-07-25,3,61856095325.94,61477879017.0,0.62,1.0061520715253598,1.0061520715253598,1.0061520715253598,1.0061520715178314,1.0000000000074825,OK
6820,EME,2025-07-29,636.23,400.7,44758004.0,1.0,2025-04-30,90,28476384884.920002,17934532203.0,58.78,1.587796356358635,1.587796356358635,1.587796356358635,1.5877963563763415,0.9999999999888484,SUSPECT
268376,DECK,2025-07-29,112.11,101.05,149435875.0,1.0,2025-05-23,67,16753255946.25,15100495169.0,10.95,1.1094507669286882,1.1094507669286882,1.1094507669286882,1.109450766947056,0.9999999999834442,OK
6607708,FIX,2025-07-29,687.67,562.83,35281452.0,1.0,2025-07-24,5,24261996096.84,19857459629.0,22.18,1.2218076506325903,1.2218076506325903,1.2218076506325903,1.2218076506227455,1.0000000000080576,OK
281316445,BKR,2025-07-29,45.75,44.68,985879124.0,1.0,2025-07-23,6,45103969923.0,44049079260.0,2.39,1.023948075208871,1.023948075208871,1.023948075208871,1.0239480752014325,1.0000000000072646,OK
731466408,TEL,2025-07-29,209.17,208.06,295481491.0,1.0,2025-07-25,4,61805863472.46999,61477879017.0,0.53,1.0053349995268916,1.0053349995268916,1.0053349995268916,1.0053349995193694,1.0000000000074822,OK
6607708,FIX,2025-07-30,702.97,562.83,35281452.0,1.0,2025-07-24,6,24801802312.440002,19857459629.0,24.9,1.2489917026556228,1.2489917026556228,1.2489917026556228,1.248991702645559,1.0000000000080576,OK
72529783,GNRC,2025-07-30,181.0,113.75,59081648.0,1.0,2025-05-06,85,10693778288.0,6720537460.0,59.12,1.591208791208791,1.591208791208791,1.591208791208791,1.591208791208791,1.0,SUSPECT
281316445,BKR,2025-07-30,45.53,44.68,985879124.0,1.0,2025-07-23,7,44887076515.72,44049079260.0,1.9,1.0190241718963913,1.0190241718963913,1.0190241718963913,1.0190241718889883,1.0000000000072649,OK
731466408,TEL,2025-07-30,206.68,208.06,295481491.0,1.0,2025-07-25,5,61070114559.880005,61477879017.0,0.66,0.9933672979022709,0.9933672979022709,0.9933672979022709,0.993367297894838,1.0000000000074825,OK
7655,GLW,2025-07-31,63.24,45.76,856471447.0,1.0,2025-05-02,90,54163254308.28,39192133415.0,38.2,1.3819930069831337,1.3819930069831337,1.3819930069831337,1.381993006993007,0.9999999999928556,SUSPECT
4347086,EBAY,2025-07-31,91.75,91.75,457000000.0,1.0,2025-07-31,0,41929750000.0,41929750000.0,0.0,1.0,1.0,1.0,1.0,1.0,OK
6607708,FIX,2025-07-31,703.3,562.83,35281452.0,1.0,2025-07-24,7,24813445191.6,19857459629.0,24.96,1.2495780253463156,1.2495780253463156,1.2495780253463156,1.249578025336247,1.0000000000080576,OK
72529783,GNRC,2025-07-31,194.69,113.75,59081648.0,1.0,2025-05-06,86,11502606049.119999,6720537460.0,71.16,1.7115604395604394,1.7115604395604394,1.7115604395604394,1.7115604395604396,0.9999999999999999,SUSPECT
691984365,GEV,2025-07-31,660.29,629.03,272223940.0,1.0,2025-07-23,8,179746745342.59998,171237024978.0,4.97,1.0496955630109392,1.0496955630109392,1.0496955630109392,1.0496955630097133,1.000000000001168,OK
731466408,TEL,2025-07-31,205.75,208.06,295481491.0,1.0,2025-07-25,6,60795316773.25,61477879017.0,1.11,0.988897433440063,0.988897433440063,0.988897433440063,0.9888974334326637,1.0000000000074825,OK
268627,DHI,2025-08-01,150.3,148.17,298123529.0,1.0,2025-07-23,9,44807966408.700005,44172963292.0,1.44,1.014375379629897,1.014375379629897,1.014375379629897,1.0143753796315045,0.9999999999984154,OK
6607708,FIX,2025-08-01,695.3,562.83,35281452.0,1.0,2025-07-24,8,24531193575.6,19857459629.0,23.54,1.2353641419355796,1.2353641419355796,1.2353641419355796,1.2353641419256256,1.0000000000080576,OK
72529783,GNRC,2025-08-01,193.63,113.75,59081648.0,1.0,2025-05-06,87,11439979502.24,6720537460.0,70.22,1.7022417582417582,1.7022417582417582,1.7022417582417582,1.7022417582417582,1.0,SUSPECT
691984365,GEV,2025-08-01,656.5,629.03,272223940.0,1.0,2025-07-23,9,178715016610.0,171237024978.0,4.37,1.043670413177061,1.043670413177061,1.043670413177061,1.0436704131758423,1.0000000000011677,OK
268627,DHI,2025-08-04,153.28,148.17,298123529.0,1.0,2025-07-23,12,45696374525.12,44172963292.0,3.45,1.0344874131049275,1.0344874131049275,1.0344874131049275,1.0344874131065669,0.9999999999984153,OK
